Town,County,Best Towns Rank,Diversity Index,Population density,Diversity Index rank,Pop. density rank,Diversity Index percentile,Pop. density percentile,"Population, 2013-17",Square miles,pct Asian,pct Black,pct Two or more,pct Native American,pct Other race,pct Pacific Islander,pct White,pct Hispanic,pct Non-Hispanic,"Med. Household Income, 2013-17",twp_identifier
North Plainfield,Somerset,434,0.6835520408146873,7869,8,49,0.9787985865724381,0.8515901060070671,22092,2.8074473856,0.06178707224334601,0.20532319391634982,0.03200253485424588,8.147745790331341e-4,0.23958899149013219,0,0.460483432916893,0.47089444142676085,0.5291055585732392,71895,North Plainfield Somerset
Seaside Park,Ocean,435,0.042802105403946356,2390,515,256,0.0035335689045936395,0.4275618374558304,1566,0.6553611207,0.002554278416347382,0.009578544061302681,0.006385696040868455,0,0.0031928480204342275,0,0.9782886334610472,0.0031928480204342275,0.9968071519795658,71641,Seaside Park Ocean
Elmwood Park,Bergen,436,0.4244799398174647,7678,154,51,0.6007067137809188,0.8445229681978799,20293,2.6428888629,0.08456117873158232,0.06672251515300842,0.03759917212832011,0.0014783422855171734,0.06120337062041098,9.362834474942099e-4,0.7474991376336668,0.2710786970876657,0.7289213029123343,76907,Elmwood Park Bergen
Rahway,Union,437,0.6481518446517904,7549,20,56,0.9363957597173145,0.8268551236749117,29443,3.900131235,0.037632034779064634,0.29348232177427575,0.03746221512753456,8.151343273443603e-4,0.13633121624834427,0,0.4942770777434365,0.32520463268009375,0.6747953673199063,69813,Rahway Union
Penns Grove,Salem,439,0.6250546958295585,5508,30,95,0.9151943462897526,0.734982332155477,4917,0.8926342425,0.012812690665039659,0.35651820215578606,0.0569452918446207,0,0.08704494610534878,0,0.4866788692292048,0.3685173886516168,0.6314826113483831,37188,Penns Grove Salem
Pleasantville,Atlantic,440,0.6548088071617105,3595,15,178,0.9540636042402827,0.5618374558303887,20568,5.7209471748,0.0191073512252042,0.38880785686503305,0.047841306884480746,0.002187864644107351,0.12004084014002334,0.0013613380007779074,0.4206534422403734,0.45556203811746404,0.544437961882536,39924,Pleasantville Atlantic
Millville,Cumberland,441,0.4118892310417177,672,165,403,0.5724381625441696,0.1413427561837456,28235,41.9991483483,0.01607933415973083,0.19015406410483443,0.0329024260669382,0.002585443598370816,0.016433504515672038,0,0.7418452275544537,0.17216221002302107,0.8278377899769789,49950,Millville Cumberland
Pittsgrove Twp.,Salem,442,0.18214254511290806,201,357,479,0.17314487632508835,0.01060070671378092,9009,44.898621124499996,0.008436008436008436,0.059940059940059943,0.015318015318015318,8.88000888000888e-4,0.01332001332001332,0,0.9020979020979021,0.04284604284604285,0.9571539571539571,77537,Pittsgrove township Salem
Bloomfield,Essex,443,0.5607328898449362,9162,66,41,0.823321554770318,0.8763250883392226,48892,5.3362398375,0.09433036079522213,0.18698355559191687,0.027714145463470508,4.499713654585617e-4,0.06542992718645177,3.0679865826720116e-4,0.624785240939213,0.2822752188497096,0.7177247811502905,74961,Bloomfield township Essex
Willingboro,Burlington,444,0.4502598185296228,4086,138,148,0.6466431095406361,0.6325088339222615,31568,7.7263509609,0.020717181956411555,0.7144260010136847,0.05625950329447542,4.118094272681196e-4,0.019861885453623922,3.1677648251393815e-4,0.1880068423720223,0.09281550937658388,0.9071844906234161,70967,Willingboro township Burlington
Pine Hill,Camden,445,0.5107040097511115,2689,97,233,0.7455830388692579,0.46996466431095407,10517,3.9106003365,0.01568888466292669,0.2563468669772749,0.041551773319387655,0,0.03822382808785776,0,0.648188646952553,0.09727108491014548,0.9027289150898545,51286,Pine Hill Camden
Union Beach,Monmouth,446,0.2883118482049436,3162,260,208,0.36395759717314485,0.5123674911660777,5634,1.7815515003,0.029818956336528223,0.09282925097621583,0.012247071352502662,0,0.027689030883919063,0,0.8374156904508342,0.12903798367057154,0.8709620163294285,77324,Union Beach Monmouth
Downe,Cumberland,447,0.12242989905463875,33,435,530,0.06713780918727916,0,1580,48.4027488945,0.006962025316455696,0.030379746835443037,0.015189873417721518,0,0.01139240506329114,0,0.9360759493670886,0.0379746835443038,0.9620253164556962,48011,Downe township Cumberland
Vineland,Cumberland,448,0.4826234796047214,889,117,384,0.6855123674911661,0.19434628975265017,60824,68.3930103714,0.013662370117059055,0.14370971984742864,0.04845126923582796,0.004554123372353018,0.09259502827831119,1.8084966460607654e-4,0.696846639484414,0.39063527554912536,0.6093647244508746,51113,Vineland Cumberland
Belleville,Essex,449,0.5858664178264303,11039,46,33,0.8798586572438163,0.9045936395759717,36383,3.295815237,0.11112332682846385,0.10452683945798862,0.04117307533738284,4.947365527856417e-4,0.13324904488359948,0,0.6094329769397796,0.44430090976554987,0.5556990902344502,67292,Belleville township Essex
Collingswood,Camden,450,0.3146205422465762,7633,236,54,0.4134275618374558,0.833922261484099,13969,1.8300101390999999,0.02147612570692247,0.12019471687307609,0.015749158851743144,0,0.02426802204882239,0,0.8183119765194359,0.08268308397165151,0.9173169160283485,64885,Collingswood Camden
Lodi Borough,Bergen,451,0.45935109496077053,10917,132,34,0.6607773851590106,0.901060070671378,24805,2.2722073803,0.11521870590606732,0.07579117113485184,0.02830074581737553,0.005764966740576497,0.055392058052811936,0,0.7195323523483169,0.36049183632332193,0.6395081636766781,57188,Lodi Bergen
Chesilhurst,Camden,452,0.647882536701751,960,21,375,0.9328621908127208,0.2049469964664311,1647,1.7153739603,0.012143290831815421,0.432301153612629,0.0588949605343048,0.024286581663630843,0.07893139040680024,0,0.39344262295081966,0.15664845173041894,0.843351548269581,52000,Chesilhurst Camden
Long Beach,Ocean,453,0.020868897160664868,532,525,421,0,0.09540636042402827,3040,5.7187074087,0.002302631578947368,0,0.008223684210526315,0,0,0,0.9894736842105263,0.002302631578947368,0.9976973684210526,82192,Long Beach township Ocean
Manville,Somerset,454,0.20138540691397422,4420,342,131,0.2049469964664311,0.6537102473498233,10436,2.3608848978,0.015619011115369874,0.04609045611345343,0.009390571100038329,0,0.036508240705251056,8.623993867382138e-4,0.8915293215791491,0.23390187811422,0.76609812188578,67080,Manville Somerset
Berkeley,Ocean,455,0.08948880334191278,976,481,372,0.0176678445229682,0.21201413427561838,41676,42.7171422249,0.015644495632978213,0.014900662251655629,0.008182167194548421,0.0011277473845858529,0.006238602553028122,0,0.9539063249832037,0.05912275650254343,0.9408772434974566,48054,Berkeley township Ocean
Hillside,Union,456,0.6140140660629431,7977,34,48,0.9045936395759717,0.8551236749116607,22069,2.766719241,0.04177805972178168,0.5505913272010512,0.03058588970954733,0.0010421858715845757,0.11654356790067516,0.00144999773437854,0.2580089718609815,0.17327472925823553,0.8267252707417645,65717,Hillside township Union
Woodbury,Gloucester,457,0.5609416227244067,4941,65,111,0.8268551236749117,0.6996466431095406,9980,2.0197342737,0.009318637274549098,0.27294589178356715,0.06372745490981964,0,0.056312625250501,0,0.5976953907815631,0.11172344689378758,0.8882765531062125,53618,Woodbury Gloucester
Cape May,Cape May,459,0.20039069387755093,1408,343,333,0.20141342756183744,0.2968197879858657,3500,2.4862121856,8.571428571428571e-4,0.028285714285714286,0.026857142857142857,0,0.04914285714285714,0.002857142857142857,0.892,0.15342857142857144,0.8465714285714285,58958,Cape May Cape May
Cliffside Park,Bergen,460,0.5122879153550479,26012,95,6,0.7526501766784452,0.9858657243816255,24861,0.9557669979,0.1673705804271751,0.03254092755721813,0.028156550420337073,7.642492256948635e-4,0.10168537066087446,5.229073649491171e-4,0.6689594143437513,0.3005912875588271,0.699408712441173,67799,Cliffside Park Bergen
Bridgeton,Cumberland,461,0.6505404674462982,4006,18,152,0.9434628975265018,0.6183745583038869,24948,6.2283509145,0.0036075036075036075,0.3022687189353856,0.028419111752445086,0.01074234407567741,0.18141734808401475,0,0.47354497354497355,0.5131072631072631,0.4868927368927369,34135,Bridgeton Cumberland
Kearny town,Hudson,462,0.5085672275923201,4804,98,117,0.7420494699646644,0.6819787985865724,42487,8.8443177966,0.04930920046131758,0.046061148115894276,0.04045943465059901,0.0045896391837503235,0.1886930119801351,3.530491679807941e-4,0.6705345164403229,0.470661614140796,0.529338385859204,63271,Kearny Hudson
Bayonne,Hudson,463,0.5368394109609254,11461,79,25,0.7985865724381626,0.9257950530035336,66719,5.8214524797,0.08965961720049762,0.11113775686086422,0.04019844422128629,0.0012889881443067192,0.09767832251682429,0.0030725880184055516,0.6569642830378153,0.2960326143976978,0.7039673856023022,56701,Bayonne Hudson
Bound Brook,Somerset,464,0.2758468623512019,6326,267,80,0.3498233215547703,0.773851590106007,10510,1.6612867557,0.021503330161750715,0.04243577545195052,0.014747859181731684,0.005994291151284491,0.06860133206470029,0,0.8467174119885823,0.521883920076118,0.478116079923882,65199,Bound Brook Somerset
Salem,Salem,465,0.5562145994667509,2080,70,284,0.8091872791519434,0.3745583038869258,4877,2.3444196633,0.003075661267172442,0.5763789214681156,0.07566126717244208,0.0014353085913471396,0.018659011687512814,0,0.32478982981340987,0.10785318843551364,0.8921468115644864,25171,Salem Salem
Upper Deerfield,Cumberland,466,0.4201699042339546,241,157,466,0.5901060070671378,0.02120141342756184,7523,31.2412811139,0.037086268775754355,0.04692277017147414,0.1515352917718995,0.0017280340289778013,0.01914130001329257,0,0.7435863352386016,0.10873321813106473,0.8912667818689353,49724,Upper Deerfield township Cumberland
Bellmawr,Camden,467,0.3625803158771327,3847,197,163,0.49469964664310956,0.5971731448763251,11482,2.9842823439,0.09797944608953144,0.023253788538582128,0.01959588921790629,0.002874063751959589,0.06740985890959764,0,0.7888869534924229,0.11661731405678454,0.8833826859432155,49713,Bellmawr Camden
Fairview,Bergen,468,0.3662532824731688,17095,192,12,0.508833922261484,0.9646643109540636,14422,0.8436562992,0.037442795728747744,0.03141034530578283,0.022396338926639857,0.004298987657745112,0.11919289973651366,0,0.7852586326445707,0.5854250450700319,0.4145749549299681,56057,Fairview Bergen
Paulsboro,Gloucester,469,0.40455903189874554,3126,170,210,0.5618374558303887,0.5123674911660777,5970,1.9100154645,0,0.2561139028475712,0.010887772194304857,0,0.005192629815745394,0,0.7278056951423786,0.060469011725293134,0.9395309882747068,46429,Paulsboro Gloucester
Hackensack,Bergen,470,0.6925415481415329,10659,6,36,0.9858657243816255,0.8939929328621908,44673,4.1912691678,0.1046493407651154,0.25250151097978646,0.0332863250733105,0.004365052716405883,0.14688962012848925,0,0.45830815033689254,0.38152799229959933,0.6184720077004007,59277,Hackensack Bergen
Clifton,Passaic,471,0.5239218282450977,7649,89,53,0.7703180212014135,0.8374558303886925,86207,11.2710821652,0.09821708213950144,0.06725671929193686,0.021494774206270953,0.004929994084007099,0.1438282274061271,3.9439952672056796e-4,0.663878803345436,0.37008595589685295,0.6299140441031471,74963,Clifton Passaic
Prospect Park,Passaic,472,0.5841409789768068,12800,47,20,0.8763250883392226,0.9399293286219081,5955,0.4652493417,0.02216624685138539,0.2144416456759026,0.031402183039462635,0.011754827875734676,0.12678421494542402,0,0.5934508816120907,0.5635600335852226,0.4364399664147775,50938,Prospect Park Passaic
Haledon,Passaic,473,0.5246346106331843,6948,87,64,0.773851590106007,0.8091872791519434,8440,1.2147972408,0.047867298578199054,0.0821090047393365,0.048933649289099525,9.478672985781991e-4,0.15746445497630332,0,0.6626777251184834,0.4821090047393365,0.5178909952606635,65033,Haledon Passaic
Atlantic City,Atlantic,474,0.7233135628000191,3632,3,174,0.9964664310954063,0.5759717314487632,39075,10.7591209011,0.1822648752399232,0.36238003838771593,0.0418426103646833,0.003506078055022393,0.09026231605886116,0,0.319744081893794,0.2926935380678183,0.7073064619321817,26006,Atlantic City Atlantic
Linden,Union,475,0.611648711270649,3951,35,155,0.901060070671378,0.607773851590106,42230,10.6875518607,0.03933222827373905,0.29950272318257165,0.02862893677480464,0.0031257399952640303,0.09178309258820744,0.0011129528771015866,0.5365143263083116,0.30222590575420316,0.6977740942457968,66538,Linden Union
Eatontown,Monmouth,476,0.43381547290708833,2099,147,281,0.6219081272084805,0.38162544169611307,12258,5.8406358582,0.08337412302170011,0.10719530102790015,0.0315712187958884,0.007342143906020558,0.03181595692608909,0,0.7387012563224017,0.1356665035079132,0.8643334964920868,66470,Eatontown Monmouth
Ventnor,Atlantic,477,0.3051217635431549,5341,242,100,0.3992932862190813,0.7279151943462897,10429,1.9524953448,0.09818774570908045,0.03519033464378176,0.023588071723079872,0,0.016492472912072106,0,0.8265413750119858,0.23022341547607633,0.7697765845239237,52799,Ventnor City Atlantic
Lindenwold,Camden,478,0.6865866064834172,4480,7,126,0.9823321554770318,0.6678445229681979,17481,3.9020211945,0.014701676105485955,0.34036954407642583,0.05434471712144614,0,0.19529775184486015,0,0.39528631085178195,0.27589954808077344,0.7241004519192266,41346,Lindenwold Camden
South Hackensack,Bergen,479,0.4726872459230397,3827,122,166,0.6749116607773852,0.5901060070671378,2743,0.7167220632,0.03426904848705797,0.07109004739336493,0.041924899744804955,0,0.14728399562522784,0,0.7054320087495443,0.43565439300036457,0.5643456069996354,65156,South Hackensack township Bergen
North Bergen,Hudson,480,0.4794042542670085,12352,120,22,0.6784452296819788,0.9363957597173145,63438,5.1357848256,0.06905955421041017,0.033245058167029225,0.02580472272139727,0.0011034395788013494,0.17505280746555693,4.5713925407484473e-4,0.6952772786027303,0.7312021186039913,0.2687978813960087,57269,North Bergen township Hudson
Perth Amboy,Middlesex,481,0.36417347666117283,11276,195,27,0.5017667844522968,0.9222614840989399,52563,4.6613408985,0.01531495538686909,0.0824153872495862,0.017008161634609897,0.0015600327226375967,0.0968552023286342,0,0.786846260677663,0.8221372448300135,0.17786275516998648,50883,Perth Amboy Middlesex
Hoboken,Hudson,482,0.3018174947041268,43287,246,4,0.38869257950530034,0.9893992932862191,54117,1.2502014525,0.0929282850121034,0.027181846739471886,0.034277583753718796,1.1087089084760796e-4,0.01640889184544598,1.847848180793466e-5,0.8290740432766044,0.16218563482824253,0.8378143651717574,127523,Hoboken Hudson
Roselle,Union,483,0.635457778805523,8253,27,46,0.9222614840989399,0.8621908127208481,21746,2.6349962067,0.015727030258438333,0.5108525705876943,0.025475949599926422,0,0.18867837763266807,2.759128115515497e-4,0.25899015910972134,0.3085624942518164,0.6914375057481835,52480,Roselle Union
Elizabeth,Union,484,0.6638703415361301,10501,14,37,0.9575971731448764,0.8904593639575972,129363,12.3187035114,0.017903109853667585,0.1916003803251316,0.036447825112280945,0.004328903936983527,0.28345044564519994,0,0.4662693351267364,0.6411261334384638,0.35887386656153614,45186,Elizabeth Union
Lakewood,Ocean,485,0.16637627128504529,4030,376,150,0.14487632508833923,0.6254416961130742,99467,24.6805174044,0.010093799953753506,0.0328048498496989,0.0075502427940925135,1.508037841696241e-4,0.037831642655353034,0,0.9115686609629324,0.16001286858958247,0.8399871314104175,45321,Lakewood township Ocean
Guttenberg,Hudson,486,0.5815861191577371,60788,51,1,0.8657243816254417,1,11733,0.1930137066,0.07440552288417285,0.03349526975198159,0.03903519986363249,0.005795619193727094,0.26353021392653203,0,0.583738174379954,0.6584846160402285,0.3415153839597716,54471,Guttenberg Hudson
Garfield,Bergen,487,0.2890441772712482,15067,259,15,0.3674911660777385,0.9540636042402827,31808,2.111036499,0.02357897384305835,0.0460261569416499,0.027351609657947685,0.0014776156941649899,0.06262575452716297,1.2575452716297788e-4,0.8388141348088531,0.35836896378269617,0.6416310362173038,54063,Garfield Bergen
Neptune City,Monmouth,488,0.3878478966058664,5299,182,102,0.5300353356890459,0.7208480565371025,4749,0.8961365555999999,0.05011581385554854,0.15476942514213518,0.016424510423247,0,0.0136870920193725,0,0.7650031585596968,0.07496315013687092,0.9250368498631291,58936,Neptune City Monmouth
Wildwood Crest,Cape May,489,0.026794749982551824,2454,520,250,0,0.43109540636042404,3176,1.2942319104,0.008816120906801008,0,0.004722921914357683,0,0,0,0.9864609571788413,0.07808564231738035,0.9219143576826196,59436,Wildwood Crest Cape May
Margate,Atlantic,491,0.11230348595213313,4378,448,133,0.05653710247349823,0.6501766784452296,6200,1.4160931785,0.014516129032258065,0.021774193548387097,0.019193548387096773,0.002903225806451613,0,0,0.9416129032258065,0.017258064516129032,0.982741935483871,69896,Margate City Atlantic
New Brunswick,Middlesex,492,0.5265177809655213,10853,86,35,0.7773851590106007,0.8975265017667845,56792,5.2327449603,0.09742569375968446,0.13956191012818706,0.019421749542189042,0.003856176926327652,0.07715875475419073,6.338920974785181e-4,0.6619418227919426,0.5299161853782223,0.47008381462177773,38413,New Brunswick Middlesex
North Wildwood,Cape May,493,0.04932336476935484,2263,510,263,0.01060070671378092,0.4098939929328622,3895,1.7209380474,0,0.01848523748395379,0.0038510911424903724,0,0.0028241335044929395,0,0.9748395378690629,0.010783055198973043,0.989216944801027,45629,North Wildwood Cape May
Plainfield,Union,494,0.6739080442175025,8574,12,42,0.9646643109540636,0.872791519434629,51097,5.9592542724,0.009941875256864395,0.4080865804254653,0.0184942364522379,0.00923733291582676,0.3322895669021665,0.0014677965438284048,0.2204826115036108,0.4360529972405425,0.5639470027594575,56425,Plainfield Union
Paterson,Passaic,495,0.7212596454901136,17578,4,11,0.9929328621908127,0.9681978798586572,147890,8.4131661042,0.03920481438907296,0.2776861180607208,0.05475015214010413,0.0011292176617756441,0.32751369260937185,0,0.29971600513895463,0.6073094867807154,0.3926905132192846,36106,Paterson Passaic
Belmar,Monmouth,496,0.13189461411593695,5472,423,97,0.08833922261484099,0.7314487632508834,5719,1.0451499201,0.007518796992481203,0.024130092673544327,0.006294806784402867,0.0031474033922014337,0.027976919041790522,0,0.9309319811155796,0.1461794019933555,0.8538205980066446,74942,Belmar Monmouth
Jersey City,Hudson,497,0.7382005175035617,17975,1,10,1,0.9717314487632509,265932,14.7946597227,0.2539220552622475,0.2398658303626491,0.03197433930478468,0.0039070138230825925,0.11568370861724049,5.753350480573982e-4,0.35407171758193823,0.2881826933200969,0.7118173066799032,62739,Jersey City Hudson
Keansburg,Monmouth,498,0.3546539904362226,9203,207,39,0.4734982332155477,0.8833922261484098,9868,1.0723120551,0.028070531009323066,0.07235508715038508,0.04246047831374138,0.0038508309687880016,0.05685042561815971,0,0.7964126469396028,0.15220916092419942,0.8477908390758006,46250,Keansburg Monmouth
West New York,Hudson,499,0.5670315638231062,53653,63,3,0.833922261484099,0.9929328621908127,53345,0.9942650289,0.0620489267972631,0.03387384009747867,0.03580466772893429,0.0021745243228043867,0.26885368825569406,0.001930827631455619,0.5953135251663698,0.7694816758834006,0.2305183241165995,50477,West New York Hudson
Neptune,Monmouth,500,0.5769278931573019,3412,54,190,0.8551236749116607,0.5441696113074205,27728,8.127420444,0.029212348528563185,0.3522071552221581,0.03757934218118869,0,0.03534333525678015,0.002055683785343335,0.5436021350259665,0.08594200807847663,0.9140579919215234,67836,Neptune township Monmouth
Seaside Heights,Ocean,501,0.4375666548381443,4688,146,119,0.6219081272084805,0.6749116607773852,2894,0.6172627032,0.022805805114029024,0.025915687629578438,0,0,0.19799585348997928,0.03144436765722184,0.7218382861091914,0.33517622667588115,0.6648237733241189,38306,Seaside Heights Ocean
Keyport,Monmouth,502,0.41381087304118824,5166,163,107,0.5759717314487632,0.7102473498233216,7138,1.3817831742,0.04413000840571589,0.07158868030260578,0.026197814513869433,0,0.10479125805547773,0,0.7532922387223312,0.1811431773606052,0.8188568226393947,56935,Keyport Monmouth
Union City,Hudson,503,0.4514593826147657,54246,137,2,0.6501766784452296,0.9964664310954063,69815,1.2870037323,0.04090811430208408,0.04834204683807205,0.02920575807491227,0.004483277232686386,0.1554966697701067,8.164434577096612e-4,0.7207476903244289,0.7958748120031511,0.2041251879968488,43424,Union City Hudson
Passaic,Passaic,504,0.6026178704723142,22681,38,7,0.8939929328621908,0.9823321554770318,71057,3.1329254385,0.03376162798879773,0.09907539017971488,0.039728668533712375,0.011385225945367804,0.24580266546575286,7.740264857790225e-4,0.5694723954008754,0.731933518161476,0.268066481838524,34920,Passaic Passaic
Irvington,Essex,505,0.2395345908181855,18775,306,8,0.2826855123674912,0.9787985865724381,54715,2.9141951553,0.014913643425020561,0.8684821346979804,0.00972311066435164,3.655304761034451e-4,0.042036004751896186,2.924243808827561e-4,0.06418715160376497,0.09618934478662158,0.9038106552133784,39734,Irvington township Essex
Newark,Essex,506,0.6454153394005411,11713,22,24,0.9328621908127208,0.9293286219081273,282803,24.1433793315,0.017460918024207663,0.5011969462841624,0.02673238968469217,0.005537423577543378,0.19592437138219893,2.652022786179779e-4,0.2528827487685774,0.3638398461119578,0.6361601538880423,34826,Newark Essex
East Orange,Essex,507,0.23362745281931485,16588,314,14,0.254416961130742,0.9575971731448764,65151,3.9275667288,0.01246335436140658,0.8721738730027168,0.012939172077174564,0.0032693281760832527,0.06434283433869012,0,0.03481143804392872,0.09198630872895273,0.9080136912710473,41819,East Orange Essex
Bradley Beach,Monmouth,508,0.26509674508347103,6982,275,62,0.3250883392226148,0.8091872791519434,4262,0.6104630961,0.017597372125762553,0.0673392773345847,0.050680431722196155,0,0.007977475363679024,0.0035194744251525107,0.852885969028625,0.11238854997653684,0.8876114500234632,61209,Bradley Beach Monmouth
City of Orange Twp.,Essex,509,0.4626620276907816,13889,126,17,0.6713780918727915,0.9469964664310954,30731,2.2126688298,0.013862223813087762,0.7084051934528652,0.011584393609059256,4.230256093195796e-4,0.13533565455077934,5.531873352640655e-4,0.1298363216296248,0.24564771728873125,0.7543522827112688,38645,City of Orange township Essex
Wildwood,Cape May,510,0.2618593569549985,3337,283,197,0.31448763250883394,0.5265017667844523,5136,1.5393092715,0.01791277258566978,0.07437694704049844,0.015965732087227413,0,0.025311526479750778,0.011292834890965732,0.8551401869158879,0.23228193146417445,0.7677180685358256,29945,Wildwood Cape May
Long Branch,Monmouth,511,0.533528211494708,6001,80,86,0.7950530035335689,0.7597173144876325,30751,5.1243242193,0.03219407498943124,0.1498162661376866,0.026633280218529478,0.0011706936359793178,0.14006048583785893,0,0.6501251991805145,0.31459139540177555,0.6854086045982245,54398,Long Branch Monmouth
Asbury Park,Monmouth,512,0.6264974545959539,11078,29,32,0.9187279151943463,0.9081272084805654,15830,1.4289437448,0.0066329753632343655,0.4678458622867972,0.019646241313960835,0.009538850284270373,0.12381554011370816,0,0.37252053063802903,0.3016424510423247,0.6983575489576753,39324,Asbury Park Monmouth
Berlin,Camden,167,0.24698100932537592,2118,298,279,0.2862190812720848,0.38162544169611307,7612,3.5937323136,0.02745664739884393,0.04151339989490278,0.032186022070415134,0,0.0337624802942722,0,0.8650814503415659,0.06437204414083027,0.9356279558591697,90354,Berlin Camden
Berlin,Camden,438,0.3612465612735394,1631,202,314,0.4840989399293286,0.3392226148409894,5453,3.3423653835,0.04291215844489272,0.11314872547221713,0.016871446909957823,0,0.03337612323491656,0.0045846323124885385,0.7891069136255272,0.05556574362736109,0.9444342563726389,59122,Berlin township Camden
Boonton,Morris,143,0.3307077924937599,3596,223,177,0.43109540636042404,0.5653710247349824,8390,2.3332609872,0.08474374255065555,0.030154946364719905,0.04183551847437426,0,0.03182359952324196,0,0.8114421930870084,0.1432657926102503,0.8567342073897497,91055,Boonton Morris
Boonton,Morris,143,0.208685819629293,537,334,419,0.21908127208480566,0.0989399293286219,4353,8.1123559803,0.09441764300482426,0.008270158511371467,0.007121525384792098,0,0.005743165632896853,0,0.8844475074661153,0.025499655410062026,0.974500344589938,136125,Boonton township Morris
Boonton,Morris,324,0.3307077924937599,3596,223,177,0.43109540636042404,0.5653710247349824,8390,2.3332609872,0.08474374255065555,0.030154946364719905,0.04183551847437426,0,0.03182359952324196,0,0.8114421930870084,0.1432657926102503,0.8567342073897497,91055,Boonton Morris
Boonton,Morris,324,0.208685819629293,537,334,419,0.21908127208480566,0.0989399293286219,4353,8.1123559803,0.09441764300482426,0.008270158511371467,0.007121525384792098,0,0.005743165632896853,0,0.8844475074661153,0.025499655410062026,0.974500344589938,136125,Boonton township Morris
Bordentown,Burlington,269,0.41003142649143287,1386,167,338,0.5653710247349824,0.2826855123674912,11808,8.5199084685,0.10391260162601626,0.08553523035230352,0.03243563685636856,0,0.022950542005420054,0,0.7551659891598916,0.07096883468834689,0.9290311653116531,85640,Bordentown township Burlington
Bordentown,Burlington,269,0.3346283019431733,4148,220,142,0.43462897526501765,0.6395759717314488,3872,0.9333608427,0.04106404958677686,0.11260330578512397,0.03589876033057851,0.0012913223140495868,0.0030991735537190084,0,0.8060433884297521,0.040289256198347105,0.9597107438016529,76250,Bordentown Burlington
Bordentown,Burlington,311,0.41003142649143287,1386,167,338,0.5653710247349824,0.2826855123674912,11808,8.5199084685,0.10391260162601626,0.08553523035230352,0.03243563685636856,0,0.022950542005420054,0,0.7551659891598916,0.07096883468834689,0.9290311653116531,85640,Bordentown township Burlington
Bordentown,Burlington,311,0.3346283019431733,4148,220,142,0.43462897526501765,0.6395759717314488,3872,0.9333608427,0.04106404958677686,0.11260330578512397,0.03589876033057851,0.0012913223140495868,0.0030991735537190084,0,0.8060433884297521,0.040289256198347105,0.9597107438016529,76250,Bordentown Burlington
Burlington,Burlington,196,0.6182458553680689,1689,32,307,0.911660777385159,0.3498233215547703,22713,13.4478807606,0.07652005459428521,0.2942808083476423,0.06163870910932066,7.044423898208075e-4,0.03359309646457976,0,0.5332628890943513,0.10284858891383789,0.8971514110861621,81738,Burlington township Burlington
Burlington,Burlington,196,0.6009839318764701,3211,39,203,0.8904593639575972,0.519434628975265,9835,3.0625185591,0.03253685815963396,0.31052364006100663,0.09679715302491103,0.0018301982714794102,0.014336553126588714,0.0036603965429588205,0.5403152008134214,0.1077783426537875,0.8922216573462125,50709,Burlington Burlington
Burlington,Burlington,426,0.6182458553680689,1689,32,307,0.911660777385159,0.3498233215547703,22713,13.4478807606,0.07652005459428521,0.2942808083476423,0.06163870910932066,7.044423898208075e-4,0.03359309646457976,0,0.5332628890943513,0.10284858891383789,0.8971514110861621,81738,Burlington township Burlington
Burlington,Burlington,426,0.6009839318764701,3211,39,203,0.8904593639575972,0.519434628975265,9835,3.0625185591,0.03253685815963396,0.31052364006100663,0.09679715302491103,0.0018301982714794102,0.014336553126588714,0.0036603965429588205,0.5403152008134214,0.1077783426537875,0.8922216573462125,50709,Burlington Burlington
Chatham Borough,Morris,15,0.215346781921669,3836,328,165,0.22614840989399293,0.5936395759717314,9003,2.3470895447999998,0.0846384538487171,0.01577252027102077,0.014661779406864379,0,0.003443296678884816,0,0.8814839497945129,0.09807841830500943,0.9019215816949906,163026,Chatham Morris
Chatham Twp.,Morris,42,0.25338175479672476,1168,294,352,0.2968197879858657,0.2508833922261484,10507,8.9956245951,0.10288379175787571,0.01970115161321024,0.017036261539925764,0,0.002855239364233368,0,0.8575235557247549,0.0313124583610926,0.9686875416389074,176364,Chatham township Morris
Chester Twp.,Morris,39,0.17767603797353104,272,362,460,0.16607773851590105,0.024734982332155476,7931,29.1317341887,0.043878451645441935,0.008195687807338294,0.03744798890429958,0,0.005547850208044383,0,0.9049300214348758,0.06884377758164166,0.9311562224183584,153056,Chester township Morris
Chester,Morris,55,0.20507927137797266,967,337,373,0.21201413427561838,0.20848056537102475,1540,1.5922590255,0.02142857142857143,0.007792207792207792,0,0.01038961038961039,0.07207792207792207,0,0.8883116883116883,0.10194805194805195,0.8980519480519481,101375,Chester Morris
Clinton Twp.,Hunterdon,9,0.40040552751863623,438,175,430,0.5547703180212014,0.08480565371024736,13067,29.8652052699,0.05219254610851764,0.12550700237238846,0.024412642534629218,0.0026785030994107293,0.03405525369250784,0,0.7611540521925461,0.0971913981786179,0.9028086018213821,135326,Clinton township Hunterdon
Clinton,Hunterdon,78,0.22664004090601297,1998,318,289,0.24734982332155478,0.3674911660777385,2690,1.3464820512,0.10631970260223049,0.0055762081784386614,0.010780669144981412,0,0.0044609665427509295,0,0.8728624535315985,0.053159851301115245,0.9468401486988848,103125,Clinton Hunterdon
